cut1_idx,cut2_idx
13408,13177
13408,13333
13408,13334
13177,12902
13177,13025
13025,12614
13025,12737
13025,12901
12737,12326
12737,12449
12737,12613
12449,12038
12449,12161
12449,12325
12161,11750
12161,11873
12161,12037
11873,11462
11873,11585
11873,11749
13563,13326
13563,13333
13563,13482
13482,13478
13326,13037
13326,13045
13326,13046
13697,13469
13469,13177
13840,13614
13840,13765
13840,13766
13614,13326
13614,13333
13614,13334
13984,13757
13984,13909
13984,13910
13757,13469
14129,13902
13902,13614
13902,13621
13902,13622
14272,14045
14272,14197
14272,14198
14045,13757
14418,14198
14418,14321
14418,14341
14321,13910
14321,14033
14321,14197
14033,13622
14033,13745
14033,13909
13745,13334
13745,13457
13745,13621
13457,13046
13457,13169
13457,13333
13169,12758
13169,12881
13169,13045
12881,12470
12881,12596
12881,12757
12596,12318
14571,14333
14571,14341
14571,14489
14489,14485
14333,14045
14715,14478
14715,14485
14715,14631
14478,14189
14478,14197
14478,14198
14189,13902
14859,14622
14859,14629
14859,14775
14622,14333
14622,14341
14622,14342
14997,14774
14997,14897
14997,14918
14897,14486
14897,14612
14897,14773
14612,14333
15147,14911
15147,14917
15147,15065
15065,15061
14911,14753
14753,14342
14753,14468
14753,14629
14468,14189
15280,15053
15280,15205
15280,15206
15053,14765
14765,14478
15435,15197
15435,15205
15435,15351
15197,14911
15579,15343
15579,15349
15579,15495
15343,15185
15185,14774
15185,14897
15185,15061
15723,15486
15723,15493
15723,15639
15486,15197
15486,15205
15486,15206
15857,15629
15629,15343
16000,15773
16000,15925
16000,15926
15773,15486
16144,15918
16144,16069
16144,16070
15918,15629
15918,15637
15918,15638
16299,16063
16299,16069
16299,16217
16217,16213
16063,15908
15908,15629
16443,16205
16443,16213
16443,16362
16362,16358
16205,15918
16587,16351
16587,16357
16587,16503
16351,16196
16196,15918
16720,16489
16720,16645
16720,16646
16489,16214
16489,16337
16337,15926
16337,16052
16337,16213
16052,15773
16875,16637
16875,16645
16875,16791
16637,16351
17008,16783
17008,16933
17008,16934
16783,16625
16625,16214
16625,16337
16625,16501
17152,16926
17152,17077
17152,17078
16926,16637
16926,16645
16926,16646
17297,17071
17071,16913
16913,16502
16913,16625
16913,16789
17442,17222
17442,17340
17442,17365
17340,17071
17340,17221
17584,17357
17584,17509
17584,17510
17357,17071
17729,17502
17502,17215
17502,17221
17502,17222
17215,17057
17057,16646
17057,16772
17057,16933
16772,16489
17877,17654
17877,17777
17877,17798
17777,17366
17777,17489
17777,17653
17489,17078
17489,17201
17489,17365
17201,16790
17201,16913
17201,17077
18017,17790
17790,17502
17790,17509
17790,17510
18160,17934
18160,18085
18160,18086
17934,17647
17934,17653
17934,17654
17647,17489
18222,17934
18222,17941
18222,17942
